"country","year","status","life_expectancy","adult_mortality","alcohol","percentage_expenditure","bmi","total_expenditure","gdp","population","income_composition_of_resources","schooling","code","meningitis","alzheimer_s_disease_and_other_dementias","parkinson_s_disease","nutritional_deficiencies","malaria","drowning","interpersonal_violence","maternal_disorders","hiv_aids","drug_use_disorders","tuberculosis","cardiovascular_diseases","lower_respiratory_infections","neonatal_disorders","alcohol_use_disorders","self_harm","exposure_to_forces_of_nature","diarrheal_diseases","environmental_heat_and_cold_exposure","neoplasms","conflict_and_terrorism","diabetes_mellitus","chronic_kidney_disease","poisonings","protein_energy_malnutrition","road_injuries","chronic_respiratory_diseases","cirrhosis_and_other_chronic_liver_diseases","digestive_diseases","fire_heat_and_hot_substances","acute_hepatitis","measles_abs","infant_deaths_abs","under_five_deaths_abs","hepatitis_b_abs","polio_abs","diphtheria_abs","thinness_1_19_abs","thinness_5_9_abs"
"antigua and barbuda",2010,"Developing",75.6,138,7.84,1983.956937,44.4,5.63,12126.87614,12753375.1200525,0.783,14.1,"ATG",1,15,4,2,0,4,5,0,8,0,0,171,27,6,5,2,0,1,0,110,0,47,27,0,2,5,9,10,19,2,0,0,0,0,12498307.6176515,12625841.368852,12498307.6176515,420861.378961734,420861.378961734
"antigua and barbuda",2011,"Developing",75.7,136,7.84,1810.875316,45.1,5.65,11929.34991,12753375.1200525,0.782,14.1,"ATG",1,15,4,2,0,4,5,0,8,0,0,174,27,6,6,3,0,1,0,113,0,47,28,0,2,5,9,10,20,2,0,0,0,0,12625841.368852,12625841.368852,12625841.368852,420861.378961734,420861.378961734
"antigua and barbuda",2012,"Developing",75.9,134,8.18,2156.229842,45.7,5.39,12565.44197,12753375.1200525,0.778,13.8,"ATG",1,15,5,2,0,4,5,0,8,0,0,175,27,6,6,3,0,1,0,116,0,48,29,0,2,6,9,10,20,2,0,0,0,0,12498307.6176515,12370773.866451,12498307.6176515,420861.378961734,420861.378961734
"antigua and barbuda",2013,"Developing",76.1,133,8.58,1991.430372,46.4,5.33,12224.86416,12753375.1200525,0.781,13.9,"ATG",1,15,5,2,0,4,5,0,7,0,0,178,27,5,6,3,0,1,0,117,0,48,31,0,2,6,9,11,20,2,0,0,0,0,12625841.368852,12498307.6176515,12625841.368852,420861.378961734,420861.378961734
"antigua and barbuda",2014,"Developing",76.2,131,8.56,2422.999774,47,5.54,12888.29667,12753375.1200525,0.782,13.9,"ATG",1,15,5,2,0,4,4,0,9,0,0,184,28,5,6,3,0,2,0,121,0,50,32,0,2,6,9,11,21,2,0,0,0,0,12625841.368852,12243240.1152504,12625841.368852,420861.378961734,420861.378961734
"antigua and barbuda",2015,"Developing",76.4,13,4.60286078717201,0,47.7,5.9381895280236,13566.9541,12753375.1200525,0.784,13.9,"ATG",1,16,5,3,0,4,4,0,9,0,0,187,29,5,6,3,0,2,0,124,0,51,34,0,3,6,10,12,22,2,0,0,0,0,12625841.368852,10967902.6032452,12625841.368852,420861.378961734,420861.378961734
"argentina",2000,"Developing",74.1,137,7.68,1349.025282,54,9.21,7669.273916,3757452,0.764,15,"ARG",591,7516,2081,1779,6,920,2544,399,1753,42,1045,91977,17874,6168,999,4394,19,760,94,67318,0,9715,11362,278,1693,5439,14803,5971,12632,717,55,22544.712,45089.424,52604.328,3041298.9787673,3306557.76,3118685.16,45089.424,41331.972
"argentina",2001,"Developing",74,138,7.76,123.0128671,54.6,9.38,717.694674,3747159,0.771,15.6,"ARG",576,7763,2125,1806,6,915,2581,437,1767,45,1007,91810,19379,6002,943,4546,33,745,66,68241,0,9807,11823,274,1718,5486,15184,6040,12830,714,53,0,44965.908,48713.067,3032967.77709434,3185085.15,3110141.97,44965.908,41218.749
"argentina",2002,"Developing",74.1,138,7.81,470.1869145,55.1,8.31,2579.193168,3788937,0.776,16.3,"ARG",586,8016,2182,1903,5,893,2691,473,1829,46,1001,93054,20952,6218,896,4600,21,759,62,69686,0,9917,12360,286,1810,5504,15645,6171,13140,715,49,0,45467.244,49256.181,2500698.42,3561600.78,3523711.41,45467.244,37889.37
"argentina",2003,"Developing",74.1,137,7.62,57.58467352,55.7,8.22,333.4376,3839379,0.77,16.4,"ARG",591,8268,2246,1886,5,836,2430,460,1878,44,969,93723,22545,6186,888,4463,32,736,60,70855,0,10038,12674,288,1792,5531,16143,6255,13399,711,49,0,42233.169,49911.927,2802746.67,3647410.05,3685803.84,46072.548,38393.79
"argentina",2004,"Developing",74.7,13,7.63,719.3663797,56.3,6.84,4251.574348,38728696,0.775,16.3,"ARG",577,8476,2249,1751,5,766,2061,448,1747,44,906,91239,23215,5763,865,4290,7,686,58,70656,0,9835,12517,294,1664,5506,16012,6171,13287,694,48,0,426015.656,464744.352,31370243.76,35243113.36,37954122.08,426015.656,387286.96
"argentina",2005,"Developing",74.9,127,7.53,96.16653429,56.9,6.85,576.883829,39145488,0.78,16.3,"ARG",561,8710,2257,1614,4,737,1957,429,1620,46,861,89381,23776,5141,860,4283,14,651,59,70761,0,9627,12468,305,1536,5622,15961,6242,13363,731,45,0,430600.368,469745.856,34448029.44,37188213.6,38362578.24,430600.368,391454.88
"argentina",2006,"Developing",75.2,127,7.75,961.1774676,57.5,6.68,5878.76127,3955889,0.782,16.1,"ARG",552,9010,2308,1537,4,718,2242,450,1692,49,834,89434,24781,4872,857,4310,3,643,56,71641,0,9476,12676,291,1461,5801,16102,6414,13639,705,43,0,43514.779,47470.668,3322946.76,3639417.88,3599858.99,43514.779,35603.001
"argentina",2007,"Developing",74.8,129,8.16,1105.659031,58,6.49,7193.61764,3997224,0.788,16.3,"ARG",554,9368,2408,1514,4,718,1894,467,1727,52,835,91606,26506,5055,864,4504,14,650,93,73495,0,9603,13170,306,1440,6094,16808,6743,14194,734,41,0,39972.24,47966.688,3397640.4,3677446.08,3637473.84,43969.464,35975.016
"argentina",2008,"Developing",75.4,126,8.41,1413.73543,58.6,6.66,8953.359275,4382389,0.792,16.3,"ARG",552,9633,2397,1417,4,695,2340,438,1714,54,796,89122,26764,5055,843,4549,11,649,54,72954,0,9193,12992,296,1349,6202,16506,6720,14143,718,39,0,43823.89,48206.279,394415.01,4119445.66,4075621.77,43823.89,39441.501
"argentina",2009,"Developing",75.6,126,8.33,1398.042623,59.2,7.63,8161.36966,479947,0.794,16.5,"ARG",556,9999,2442,1368,4,668,2399,489,1721,57,783,89543,27964,4849,812,4574,22,660,52,73515,0,9151,13172,296,1304,6281,16632,6828,14370,716,37,1439.841,4799.47,5279.417,451150.18,465548.59,451150.18,4799.47,4319.523
"argentina",2010,"Developing",75.5,121,8.15,187.610955,59.8,6.55,1276.265,41223889,0.802,16.8,"ARG",558,10411,2544,1352,0,652,2452,440,1651,60,760,91734,29690,4794,775,4584,7,687,52,74506,0,9202,13550,294,1284,6349,17202,6977,14748,717,35,700806.113,412238.89,453462.779,38750455.66,39162694.55,38750455.66,412238.89,371015.001
"argentina",2011,"Developing",75.7,12,8.11,1504.329462,6.4,5.89,12726.9836,41656879,0.816,17.1,"ARG",554,10756,2603,1320,0,636,2535,418,1611,65,755,92474,31052,4622,751,4680,2,710,48,75294,0,9237,13762,295,1250,6449,17508,7179,15121,715,35,124970.637,374911.911,416568.79,37907759.89,38740897.47,37907759.89,416568.79,374911.911
"argentina",2012,"Developing",75.9,12,8.35,1133.558003,61,5.2,12969.7712,4296739,0.822,17.2,"ARG",490,11042,2643,1290,0,625,2743,391,1733,68,745,92630,32009,4332,732,4782,4,723,48,75967,0,9237,13942,294,1218,6551,17593,7383,15460,703,34,8593.478,38670.651,42967.39,3910032.49,4253771.61,3910032.49,42967.39,38670.651
"argentina",2013,"Developing",76,119,8.28,1001.796332,61.6,4.99,12976.63642,42539925,0.823,17.3,"ARG",476,11296,2696,1269,0,607,2847,384,1747,72,753,93311,33579,4281,718,4841,58,745,48,76594,0,9296,14190,294,1199,6639,17668,7558,15855,694,34,0,340319.4,425399.25,39987529.5,42114525.75,39987529.5,425399.25,382859.325
"argentina",2014,"Developing",76.2,118,7.93,847.3717463,62.2,4.79,12245.25645,42981515,0.825,17.3,"ARG",472,11480,2740,1245,0,583,2959,395,1766,74,744,93640,34668,4216,723,4805,8,766,46,76832,0,9334,14289,283,1176,6514,17789,7659,16158,673,35,42981.515,343852.12,386833.635,40402624.1,39542993.8,40402624.1,429815.15,386833.635
"argentina",2015,"Developing",76.3,116,4.60286078717201,0,62.8,5.9381895280236,13467.1236,43417765,0.826,17.3,"ARG",469,11651,2831,1263,0,563,2905,398,1765,78,740,95955,36109,3831,728,4773,17,781,45,78388,0,9655,14607,274,1189,6394,18280,7950,16770,661,35,0,347342.12,390759.885,40812699.1,40378521.45,40812699.1,434177.65,390759.885
"armenia",2000,"Developing",72,142,2.9,32.75626853,47.1,6.25,622.7427477,369588,0.639,11.2,"ARM",21,369,93,44,0,162,143,16,1,6,137,12379,470,504,99,127,0,109,155,4696,0,1253,171,35,18,335,1060,504,868,85,5,5543.82,369.588,369.588,203273.4,354804.48,343716.84,7761.348,8130.936
"armenia",2001,"Developing",72.6,141,2.86,53.19373012,47.4,5.94,694.435119,35655,0.644,11.1,"ARM",19,382,99,39,0,146,125,9,1,6,143,12708,452,476,94,137,0,87,155,4862,1,1323,184,34,16,332,1078,552,933,85,5,2460.195,35.655,35.655,24601.95,34585.35,33515.7,748.755,748.755
"armenia",2002,"Developing",72.6,134,2.86,57.17810403,47.8,5.4,783.261699,333897,0.645,10.8,"ARM",17,394,106,33,0,129,125,5,1,6,154,12961,445,447,89,146,0,68,154,4948,0,1368,194,32,13,319,1128,606,997,77,5,13355.88,333.897,333.897,303846.27,320541.12,313863.18,7011.837,7011.837
"armenia",2003,"Developing",72.7,134,3.03,7.341493148,48.1,5.56,93.1661567,31786,0.657,10.8,"ARM",16,413,114,26,0,112,111,10,1,6,155,13310,454,427,76,156,0,56,152,5086,0,1421,207,30,10,311,1168,663,1072,74,5,127.144,31.786,31.786,29560.98,30514.56,29878.84,635.72,667.506
"armenia",2004,"Developing",73,132,3.81,97.74087744,48.4,5.5,1191.96192,3612,0.668,10.9,"ARM",14,433,120,16,0,95,134,9,2,7,154,13287,483,413,76,180,1,47,150,5103,0,1364,217,27,6,290,1162,725,1157,66,6,6440.196,3.612,3.612,3286.92,3359.16,3286.92,72.24,75.852
"armenia",2005,"Developing",73,137,4.25,20.21822828,48.8,5.25,1643.758397,2981259,0.679,10.9,"ARM",13,461,129,11,0,83,150,9,4,7,156,13498,520,396,72,211,0,39,151,5248,1,1360,230,25,4,283,1188,814,1277,60,6,6800251.779,2981.259,2981.259,2712945.69,2742758.28,268313.31,59625.18,62606.439
"armenia",2006,"Developing",72.9,141,4.01,244.5352767,49.2,4.58,2158.299,29585,0.692,11.2,"ARM",12,491,138,7,0,70,161,11,10,8,165,13660,567,376,67,249,1,33,162,5409,2,1355,236,24,3,274,1214,923,1419,54,7,4053.145,29.585,29.585,23076.3,25738.95,25738.95,591.7,621.285
"armenia",2007,"Developing",73.5,132,3.99,44.57219966,49.7,4.31,3138.8873,293356,0.707,11.7,"ARM",10,519,144,6,0,64,194,8,7,8,161,13487,573,349,67,264,0,28,138,5427,16,1331,271,23,2,267,1213,959,1464,53,6,293.356,293.356,293.356,249352.6,26402.04,258153.28,5867.12,6160.476
"armenia",2008,"Developing",73.2,14,3.96,2.8888979,5.1,3.8,41.26997,29822,0.721,12.3,"ARM",10,550,151,5,0,60,160,14,12,9,161,13622,577,335,65,277,1,25,153,5604,6,1361,283,20,2,264,1208,1030,1557,51,7,0,29.822,29.822,26541.58,27138.02,26541.58,596.44,626.262
"armenia",2009,"Developing",73.3,137,3.96,201.1855461,5.7,4.55,2993.832531,2888584,0.725,11.9,"ARM",9,577,153,5,0,58,154,12,12,10,150,13478,572,321,63,286,1,23,143,5635,5,1355,309,19,2,260,1201,1071,1617,49,8,0,2888.584,2888.584,2686383.12,2715268.96,2686383.12,57771.68,60660.264
"armenia",2010,"Developing",73.5,132,4.23,224.3212014,51.2,4.56,3218.381655,2877311,0.72,12.3,"ARM",8,614,159,5,0,57,154,7,10,10,138,13493,570,302,62,296,1,20,127,5672,4,1345,334,20,2,257,1196,1101,1668,48,7,5754.622,2877.311,2877.311,2704672.34,2762218.56,2704672.34,57546.22,60423.531
"armenia",2011,"Developing",73.9,128,4.09,260.9963826,51.9,3.71,3526.978143,2875581,0.729,12.7,"ARM",7,647,162,4,0,54,151,8,10,10,127,13432,567,284,61,306,1,19,109,5697,5,1321,353,20,2,263,1207,1129,1714,48,6,0,2875.581,2875.581,2731801.95,2760557.76,2731801.95,57511.62,60387.201
"armenia",2012,"Developing",74.4,121,3.89,274.1526986,52.6,4.48,3684.8481,2881922,0.732,12.7,"ARM",7,681,164,4,0,53,193,7,20,9,117,13268,559,258,62,308,2,16,77,5672,9,1282,385,20,1,267,1217,1116,1718,50,4,0,2881.922,2881.922,2737825.9,2766645.12,2737825.9,57638.44,60520.362
"armenia",2013,"Developing",74.4,123,3.79,279.4290812,53.3,4.55,3843.591213,289359,0.736,12.7,"ARM",6,713,162,3,0,49,174,9,16,9,102,12927,558,238,63,299,1,16,63,5571,6,1226,395,19,1,259,1211,1097,1704,49,3,2893.59,289.359,289.359,274891.05,277784.64,274891.05,6076.539,6076.539
"armenia",2014,"Developing",74.6,12,3.91,295.6087143,54.1,4.48,3994.712355,29622,0.739,12.7,"ARM",6,741,164,3,0,47,171,9,28,9,91,12911,566,224,64,297,0,15,55,5612,22,1195,413,19,1,260,1248,1111,1728,48,2,385.086,29.622,29.622,27548.46,28140.9,27548.46,622.062,622.062
"armenia",2015,"Developing",74.8,118,4.60286078717201,0,54.9,5.9381895280236,369.654776,291695,0.741,12.7,"ARM",6,780,169,4,0,47,162,9,31,9,84,13198,595,210,65,302,0,14,49,5768,51,1209,440,19,1,274,1307,1146,1780,49,2,9625.935,291.695,291.695,274193.3,280027.2,274193.3,6125.595,6417.29
"australia",2000,"Developed",79.5,78,10.17,347.18736,58.2,8.8,2169.921,19153,0.897,20.4,"AUS",79,5658,1354,124,0,243,340,17,162,896,82,48690,2838,651,412,2584,3,80,37,37009,1,3030,2405,55,94,2050,7587,1437,4219,143,10,2068.524,19.153,38.306,15502.5265366876,1723.77,1723.77,134.071,134.071
"australia",2001,"Developed",79.9,75,9.53,3064.301144,59,8.18,19517.84168,19413,0.899,20.5,"AUS",78,5935,1417,125,0,233,338,17,146,782,84,48397,2940,640,418,2502,4,87,34,37485,4,3134,2502,49,97,1973,7608,1466,4307,122,10,2737.233,19.413,38.826,18248.22,17665.83,17859.96,135.891,135.891
"australia",2002,"Developed",79.9,73,9.84,46.3871819,59.6,8.39,281.81763,196514,0.902,20.1,"AUS",75,6213,1494,132,0,225,324,17,133,752,81,48557,3097,632,431,2449,1,97,35,38098,0,3292,2632,50,102,1930,7743,1532,4482,160,11,6288.448,196.514,393.028,186688.3,180792.88,180792.88,1375.598,1375.598
"australia",2003,"Developed",83,71,9.97,3829.550928,6.3,8.32,23465.38559,198954,0.905,20.6,"AUS",73,6470,1552,134,0,216,304,13,134,767,78,47950,3181,620,442,2426,3,106,38,37909,0,3419,2718,54,104,1890,7735,1581,4581,144,11,18104.814,198.954,198.954,189006.3,183037.68,185027.22,1392.678,1392.678
"australia",2004,"Developed",86,69,9.84,588.568371,6.9,8.57,3472.37977,21274,0.908,20.7,"AUS",70,6690,1582,137,0,210,250,15,145,783,77,46587,3113,621,443,2381,3,117,42,39058,0,3475,2777,51,108,1828,7605,1584,4599,121,11,1489.18,21.274,21.274,20210.3,19572.08,19572.08,148.918,127.644
"australia",2005,"Developed",81,67,10.3,579.1331637,61.5,8.45,3416.71483,23948,0.91,20.3,"AUS",55,6954,1614,137,0,205,254,14,117,805,73,45600,2998,651,454,2358,4,123,42,39704,0,3532,2884,49,106,1784,7538,1600,4648,127,11,239.48,23.948,47.896,22750.6,22032.16,22032.16,167.636,143.688
"australia",2006,"Developed",81.2,66,10.31,6187.062017,62,8.49,36118.28381,26979,0.915,20.3,"AUS",53,7268,1668,137,0,202,308,18,132,787,76,45433,2938,658,467,2370,4,136,44,40546,0,3648,3065,48,106,1755,7660,1623,4750,113,11,0,26.979,53.958,25630.05,24820.68,24820.68,188.853,161.874
"australia",2007,"Developed",81.3,66,10.56,872.5986092,62.5,8.53,4991.98289,28276,0.918,19,"AUS",51,7568,1742,138,0,204,300,14,123,757,78,45949,2910,652,483,2465,5,148,46,41904,0,3820,3298,48,107,1752,7969,1687,4945,114,11,311.036,28.276,56.552,26579.44,26013.92,26013.92,197.932,169.656
"australia",2008,"Developed",81.3,66,10.76,8547.292357,62.9,8.78,49664.6854,212492,0.921,19.1,"AUS",50,7836,1809,138,0,206,327,12,95,720,80,46128,2828,648,496,2556,5,156,46,43049,0,3934,3487,49,108,1739,8245,1742,5099,115,12,13811.98,212.492,212.492,199742.48,195492.64,195492.64,1487.444,1274.952
"australia",2009,"Developed",81.7,66,10.62,7172.275229,63.4,9.5,42742.99898,216917,0.925,19.1,"AUS",49,8064,1837,137,0,207,339,18,101,693,80,45219,2803,649,503,2610,6,167,77,43523,2,3942,3608,48,107,1711,8342,1780,5186,266,12,22559.368,216.917,216.917,203901.98,199563.64,199563.64,1518.419,1301.502
"australia",2010,"Developed",81.9,64,10.52,8875.786493,63.9,9.2,51874.848,223175,0.927,19.5,"AUS",49,8346,1882,139,0,206,326,19,83,700,79,44759,2911,638,510,2667,5,179,43,44010,10,3906,3699,47,110,1665,8566,1823,5303,108,11,15622.25,223.175,223.175,205321,205321,205321,1562.225,1339.05
"australia",2011,"Developed",82,63,10.3,10986.26527,64.4,9.2,62245.129,223424,0.927,19.8,"AUS",48,8687,1948,138,0,197,311,19,103,738,80,44991,3055,608,511,2687,34,197,41,44902,11,3900,3862,46,110,1617,8894,1866,5457,126,11,42450.56,223.424,223.424,205550.08,205550.08,205550.08,1340.544,1340.544
"australia",2012,"Developed",82.3,61,10.03,11714.99858,65,9.36,67677.63477,22728254,0.93,20.1,"AUS",48,8948,1983,136,0,193,318,19,74,766,77,44416,3192,575,514,2716,8,207,38,45387,1,3803,4016,44,111,1568,9104,1888,5546,104,10,4522922.546,22728.254,22728.254,20682711.14,20909993.68,20909993.68,136369.524,136369.524
"australia",2013,"Developed",82.5,61,9.87,11734.85381,65.5,9.36,67792.3386,23117353,0.933,20.3,"AUS",45,9215,2020,134,0,195,304,11,69,813,80,44255,3306,572,522,2775,4,206,36,46192,0,3657,4210,41,110,1515,9354,1967,5699,102,10,3652541.774,23117.353,23117.353,21036791.23,21036791.23,21036791.23,138704.118,138704.118
"australia",2014,"Developed",82.7,6,9.71,10769.36305,66.1,9.42,62214.6912,2346694,0.936,20.4,"AUS",45,9526,2085,141,0,196,312,13,67,887,82,45146,3530,537,536,2907,5,213,51,47417,4,3653,4450,41,116,1523,9773,2057,5913,102,10,797875.96,2346.694,2346.694,2135491.54,2158958.48,2158958.48,14080.164,14080.164
"australia",2015,"Developed",82.8,59,4.60286078717201,0,66.6,5.9381895280236,56554.3876,23789338,0.937,20.4,"AUS",46,9848,2150,145,0,198,318,12,64,954,85,46230,3763,542,553,3010,9,218,34,48482,3,3720,4682,41,120,1549,10163,2135,6126,103,10,1760411.012,23789.338,23789.338,22124084.34,22124084.34,22124084.34,142736.028,142736.028
"austria",2000,"Developed",78.1,96,13.2,3557.455507,5.1,1.6,24517.26745,811566,0.833,15.4,"AUT",36,2974,688,4,0,86,70,3,48,166,68,36313,1192,179,307,1578,14,8,21,20150,0,1555,1093,20,1,912,2608,2045,3477,54,4,0,0,0,267816.78,576211.86,657368.46,13796.622,15419.754
"austria",2001,"Developed",78.6,92,12.4,3582.848308,5.6,1.12,24489.73553,842293,0.837,15.5,"AUT",37,3001,713,4,0,83,73,5,50,165,63,34918,1160,180,321,1535,0,11,23,19938,0,1640,1239,20,1,872,2669,2035,3478,53,4,0,0,0,370608.92,699103.19,707526.12,14318.981,16003.567
"austria",2002,"Developed",78.7,9,12.5,3979.057728,51.2,1.27,26351.37568,881957,0.847,16.1,"AUT",39,3046,766,5,0,83,73,2,53,167,61,34394,1164,173,332,1527,18,16,23,20079,0,1796,1429,22,1,844,2819,2085,3588,52,4,0,0,0,714385.17,723204.74,732024.31,14993.269,16757.183
"austria",2003,"Developed",78.8,88,12.2,504.4308735,51.7,1.48,3212.9355,8121423,0.837,14.7,"AUT",39,3069,795,6,0,83,57,2,50,184,57,33519,1206,183,354,1502,21,21,38,20229,0,2064,1594,22,1,825,2948,2131,3639,51,3,730928.07,0,0,6740781.09,6821995.32,6821995.32,138064.191,154307.037
"austria",2004,"Developed",79.3,86,12.1,5316.877456,52.2,1.56,36693.4262,8171966,0.841,14.7,"AUT",36,3088,781,6,0,79,68,3,56,192,55,32114,1182,177,369,1473,5,26,28,20105,0,2266,1692,22,1,788,2935,2089,3576,51,3,122579.49,0,0,6782731.78,6782731.78,6782731.78,138923.422,155267.354
"austria",2005,"Developed",79.4,85,12.4,5992.588029,52.7,1.53,38242.4252,8227829,0.848,14.9,"AUT",37,3197,796,7,0,78,73,3,65,197,55,31829,1186,168,377,1455,27,33,32,20113,0,2395,1799,24,1,751,2965,2059,3560,50,3,74050.461,0,0,7075932.94,7075932.94,7075932.94,139873.093,156328.751
"austria",2006,"Developed",79.8,81,12.4,69.92899358,53.2,1.35,443.99361,8268641,0.854,15,"AUT",37,3254,802,7,0,74,76,2,43,201,54,31069,1139,156,393,1420,17,41,34,20028,5,2404,1887,27,1,709,2932,1985,3464,47,3,190178.743,0,0,6862972.03,6862972.03,6862972.03,140566.897,157104.179
"austria",2007,"Developed",81,8,12.5,7453.8644,53.7,1.4,46586.6525,8295487,0.86,15.2,"AUT",36,3335,820,8,0,72,70,3,59,205,52,30852,1104,149,411,1414,9,52,37,20212,9,2372,2003,28,1,679,2944,1977,3455,47,3,165909.74,0,0,7051163.95,7051163.95,7051163.95,141023.279,157614.253
"austria",2008,"Developed",84,76,12,8329.731655,54.2,1.6,51386.37665,8321496,0.864,15.1,"AUT",38,3408,835,8,0,68,67,2,47,210,52,30517,1056,148,434,1404,17,59,36,20392,7,2337,2138,28,1,647,2920,1945,3400,71,3,3728030.208,0,0,6906841.68,6906841.68,6906841.68,141465.432,158108.424
"austria",2009,"Developed",82,77,11.3,8053.557638,54.7,11.19,47654.18721,8343323,0.87,15.3,"AUT",37,3513,857,8,0,68,73,2,40,213,53,30688,1026,148,448,1439,15,67,49,20779,1,2316,2293,29,1,628,2963,1985,3429,46,3,408822.827,0,0,6924958.09,6924958.09,6924958.09,141836.491,158523.137
"austria",2010,"Developed",84,75,12.1,7423.228774,55.2,11.17,46657.629,836344,0.872,15.4,"AUT",37,3686,872,9,0,65,69,2,45,211,52,30655,999,149,456,1449,24,73,40,20897,0,2247,2467,30,2,599,2969,1957,3383,45,3,43489.888,0,0,719255.84,719255.84,719255.84,14217.848,15890.536
"austria",2011,"Developed",88,73,12.04,8272.306757,55.7,1.94,51126.74139,8391643,0.88,15.7,"AUT",35,3845,896,9,0,63,71,3,41,207,54,30832,978,139,468,1447,1,80,40,21138,0,2214,2642,30,2,567,2986,1923,3336,44,3,570631.724,0,0,7468562.27,7468562.27,7468562.27,142657.931,167832.86
"austria",2012,"Developed",88,7,12.26,7878.372355,56.1,11.17,48333.57273,8429991,0.884,15.7,"AUT",34,4004,924,10,0,62,68,2,39,193,54,31298,968,128,482,1448,13,93,48,21473,0,2213,2870,30,2,543,3059,1910,3312,44,3,303479.676,0,0,7755591.72,7755591.72,7755591.72,151739.838,168599.82
"austria",2013,"Developed",81.1,68,11.82,90.58501176,56.6,11.14,554.71532,8479375,0.887,15.7,"AUT",33,4123,941,9,0,60,66,2,50,179,56,31432,967,126,494,1446,22,102,41,21625,2,2212,3019,29,2,511,3121,1888,3275,43,3,0,0,0,8055406.25,8055406.25,8055406.25,152628.75,169587.5
"austria",2014,"Developed",81.4,66,12.32,8350.193523,57.1,11.21,51322.63997,8541575,0.892,15.9,"AUT",31,4250,960,10,0,57,71,5,43,164,56,31571,984,126,506,1453,6,111,38,21771,0,2237,3174,30,2,497,3169,1863,3226,43,3,999364.275,0,0,8370743.5,8370743.5,8370743.5,153748.35,170831.5
"austria",2015,"Developed",81.5,65,4.60286078717201,0,57.6,5.9381895280236,43665.947,8633169,0.892,15.9,"AUT",32,4417,995,10,0,58,79,4,44,155,55,32310,1049,128,519,1472,18,123,39,22000,0,2306,3369,31,2,495,3299,1868,3241,44,3,2667649.221,0,0,8028847.17,8028847.17,8028847.17,164030.211,181296.549
"azerbaijan",2000,"Developing",66.6,16,0.65,35.09462644,42.1,4.67,655.974326,8486,0.636,10.1,"AZE",210,803,167,77,1,430,506,53,47,21,1385,29825,5303,2750,242,233,42,803,138,7267,13,1310,660,93,59,678,1837,2572,3401,486,50,1782.06,76.374,93.346,6868.60753878407,6364.5,6449.36,271.552,263.066
"azerbaijan",2001,"Developing",67.5,151,0.51,4.104190077,42.6,4.48,73.6838434,81112,0.642,10.4,"AZE",195,798,173,67,1,370,441,47,51,25,1336,30409,4860,2758,227,266,1,666,139,7307,7,1368,681,83,50,660,1683,2599,3430,472,52,46558.288,648.896,811.12,65652.4269014675,62456.24,62456.24,2514.472,2514.472
"azerbaijan",2002,"Developing",67.8,146,0.55,39.33253687,43.1,4.47,763.73858,817195,0.651,10.6,"AZE",179,783,183,61,1,365,396,44,54,26,1286,31522,4627,2849,217,284,1,542,141,7510,5,1433,724,79,45,656,1609,2640,3477,458,54,3557249.835,5720.365,7354.755,40859.75,65375.6,621068.2,25333.045,25333.045
